,Release Date,Movie,Genre,ProductionBudget,BoxOffice
970,1998-03-20,primary colors,comedy,65000000,38966057
977,2004-10-08,primer,drama,7000,424760
989,2010-05-28,prince of persia: sands of time,action,200000000,90759676
1009,2010-05-14,princess kaiulani,drama,9000000,883887
1018,1988-03-04,prison,horror,4000000,354704
1024,2013-09-20,prisoners,thriller/suspense,46000000,61002302
1028,1980-10-10,private benjamin,comedy,15000000,69847348
1067,2015-01-30,project almanac,adventure,12000000,22348241
1071,2012-03-02,project x,comedy,12000000,54731865
1074,2011-04-29,prom,comedy,8000000,10130219
1076,2008-04-11,prom night,horror,18000000,43869350
1079,2012-06-08,prometheus,adventure,125000000,126477084
1084,2012-12-28,promised land,drama,15000000,7597898
1091,2005-09-16,proof,drama,20000000,7535331
1092,2000-12-08,proof of life,action,65000000,32598931
2,2007-12-21,ps i love you,romantic comedy,30000000,53695808
1124,1998-12-04,psycho,horror,20000000,21380220
1126,2000-08-04,psycho beach party,comedy,4000000,267972
1133,2009-07-01,public enemies,drama,102500000,97104620
1148,1994-10-14,pulp fiction,drama,8000000,107886108
1149,2006-08-11,pulse,horror,20500000,20264436
1154,2014-09-19,pump,documentary,2000000,72277
1160,2002-10-11,punch-drunk love,comedy,25000000,17791031
1165,2008-12-05,punisher: war zone,action,35000000,8050977
1201,2009-02-06,push,thriller/suspense,38000000,31811527
1206,1999-04-23,pushing tin,comedy,33000000,8408835
1207,2011-10-28,puss in boots,adventure,130000000,149260504
0,1982-11-19,q,horror,1200000,255000
24,2008-11-14,quantum of solace,action,230000000,169368427
26,2008-10-10,quarantine,horror,12000000,31691811
30,2013-01-11,quartet,comedy,11000000,18388357
33,2015-08-28,que horas ela volta?,drama,1200000,376976
44,2002-02-22,queen of the damned,horror,35000000,30307804
55,1998-05-15,quest for camelot,adventure,40000000,22717758
71,1990-10-19,quigley down under,western,20000000,21413105
73,2000-11-22,quills,drama,13500000,7060876
74,2006-08-02,quinceanera,drama,400000,1692693
79,1951-02-23,quo vadis?,drama,8250000,30000000
6,2015-01-23,r100,black comedy,5500000,24956
14,2010-12-17,rabbit hole,drama,5000000,2229058
15,2002-11-29,rabbit-proof fence,drama,7000000,6199600
24,2016-02-19,race,drama,5000000,17907978
31,2009-03-13,race to witch mountain,adventure,50000000,67172594
36,2008-10-03,rachel getting married,drama,12000000,12796861
40,2005-01-14,racing stripes,comedy,30000000,49186871
47,2003-10-24,radio,drama,35000000,52333738
50,1987-01-30,radio days,comedy,16000000,14792779
52,1992-02-21,radio flyer,drama,35000000,4651977
69,1980-11-14,raging bull,drama,18000000,23380203
77,1981-06-12,raiders of the lost ark,adventure,20000000,248159971
82,1988-12-16,rain man,comedy,25000000,168106313
92,2004-10-08,raise your voice,drama,15000000,10411980
94,1992-08-07,raising cain,thriller/suspense,11000000,21171695
96,2004-05-28,raising helen,comedy,50000000,37485528
99,2003-03-28,raising victor vargas,drama,800000,2073984
113,2008-01-25,rambo,action,47500000,42754105
115,1988-05-25,rambo iii,action,58000000,53715611
114,1985-05-22,rambo: first blood part ii,action,44000000,150415432
119,2010-07-23,ramona and beezus,comedy,15000000,26167002
130,1999-10-08,random hearts,drama,64000000,31054924
133,2006-01-27,rang de basanti,drama,5300000,2197694
136,2011-03-04,rango,adventure,135000000,123257581
140,1996-11-08,ransom,action,70000000,136448821
157,2001-08-17,rat race,comedy,48000000,56607223
159,2007-06-29,ratatouille,comedy,150000000,206445654
168,1999-03-19,ravenous,horror,12000000,2062406
171,2004-10-29,ray,drama,40000000,75305995
172,2011-02-11,raymond did it,horror,40000,3632
188,2000-04-07,ready to rumble,comedy,24000000,12372410
200,2011-10-07,real steel,action,110000000,85463309
201,2002-10-18,real women have curves,comedy,3000000,5853194
211,1940-01-01,rebecca,drama,1288000,6000000
218,2005-07-01,rebound,comedy,45000000,16809014
228,2001-02-16,recess: schools out,comedy,10000000,36696761
242,2010-10-15,red,action,60000000,90380162
244,2013-07-19,red 2,action,84000000,53262560
252,2009-11-20,red cliff,action,40000000,627047
256,2012-11-21,red dawn,action,65000000,44806783
259,2002-10-04,red dragon,thriller/suspense,78000000,92955420
261,2005-08-19,red eye,thriller/suspense,26000000,57891803
272,2012-07-13,red lights,thriller/suspense,17700000,49521
276,2000-11-10,red planet,action,80000000,17480890
278,2011-03-11,red riding hood,thriller/suspense,42000000,37662162
292,1985-06-28,red sonja,action,17900000,6905861
293,2011-03-05,red state,horror,4000000,1065429
294,2012-01-20,red tails,action,58000000,49876377
298,2007-11-16,redacted,drama,5000000,65388
299,2008-05-02,redbelt,action,7000000,2344847
303,2013-06-28,redemption,thriller/suspense,23000000,36686
304,2011-08-26,redemption road,drama,2300000,29384
307,1981-12-04,reds,drama,33500000,50000000
330,2015-10-30,regression,thriller/suspense,20000000,55039
334,2002-02-19,reign of fire,action,60000000,43061982
335,2007-03-23,reign over me,drama,20000000,19661987
338,2000-02-25,reindeer games,action,36000000,23360779
353,2008-10-01,religulous,documentary,2500000,13011160
360,2010-03-12,remember me,drama,16000000,19068240
361,2004-09-03,remember me my love,comedy,6700000,223878
366,2000-09-29,remember the titans,drama,30000000,115654751
375,2006-09-22,renaissance,action,18000000,70644
376,1994-06-03,renaissance man,comedy,40000000,23822558
379,2007-10-19,rendition,thriller/suspense,27500000,9736045
381,2007-02-23,reno 911!: miami,comedy,10000000,20342161
384,2005-11-23,rent,musical,40000000,29077547
394,1984-03-02,repo man,comedy,1500000,2300000
396,2010-03-19,repo men,action,32000000,13794835
395,2008-11-07,repo! the genetic opera,musical,8500000,140244
401,2000-10-06,requiem for a dream,drama,4500000,3635482
406,2007-07-04,rescue dawn,action,10000000,5484375
413,2002-03-15,resident evil,horror,35000000,39532308
414,2010-09-10,resident evil: afterlife,horror,57500000,60128566
415,2004-09-10,resident evil: apocalypse,horror,50000000,50740078
417,2007-09-21,resident evil: extinction,action,45000000,50648679
418,2012-09-14,resident evil: retribution,action,65000000,42345531
432,2011-09-16,restless,drama,8000000,163141
436,1995-12-29,restoration,drama,18000000,3901738
441,2007-08-24,resurrecting the champ,drama,13000000,3172382
452,1993-01-01,return of the living dead 3,horror,2000000,21000
455,1988-01-15,return of the living dead part ii,horror,6200000,9205924
465,2000-04-07,return to me,romantic comedy,24000000,32662299
468,1985-06-21,return to oz,adventure,27000000,10618813
473,1991-01-01,return to the blue lagoon,adventure,11000000,2000000
475,2005-07-13,return to the land of wonders,documentary,5000,1338
511,2002-11-15,revolution#9,thriller/suspense,350000,9118
514,2008-12-26,revolutionary road,drama,45000000,22911480
536,1995-12-29,richard iii,drama,9200000,2684904
548,2013-09-06,riddick,action,38000000,42025135
553,2014-01-17,ride along,comedy,25000000,134202565
554,2016-01-15,ride along 2,comedy,40000000,90140480
558,1999-11-24,ride with the devil,western,35000000,630779
564,2004-07-09,riding giants,documentary,2600000,2276368
565,2001-10-19,riding in cars with boys,drama,47000000,29781453
583,2008-09-12,righteous kill,thriller/suspense,60000000,40081410
593,2011-04-15,rio,adventure,90000000,143619809
594,2014-04-11,rio 2,adventure,130000000,131538435
602,2013-07-19,ripd,action,130000000,33618855
620,2012-11-21,rise of the guardians,adventure,145000000,103412758
615,2011-08-05,rise of the planet of the apes,adventure,93000000,176760185
623,2016-02-19,risen,drama,20000000,32650557
663,1987-05-08,rivers edge,thriller/suspense,1900000,4600000
667,2005-06-24,rize,documentary,700000,3278611
542,1994-12-21,ri¢hie ri¢h,comedy,40000000,38059575
673,2015-03-06,road hard,comedy,1500000,113169
675,1989-05-19,road house,action,10000000,30050028
697,2000-05-19,road trip,comedy,16000000,68525609
707,2008-10-24,roadside romeo,adventure,2000000,55202
708,1981-01-01,roar,adventure,17000000,2110050
713,1995-04-07,rob roy,drama,28000000,31341940
723,2010-05-14,robin hood,action,210000000,105269730
727,1991-06-14,robin hood: prince of thieves,adventure,50000000,165360108
732,2014-02-12,robocop,action,120000000,58607007
731,1987-07-17,robocop,action,13000000,51327050
734,1993-11-05,robocop 3,action,22000000,10696210
738,2012-08-17,robot & frank,drama,2500000,3317468
744,2005-03-11,robots,adventure,80000000,128200012
750,2012-06-15,rock of ages,musical,70000000,38518613
754,2001-09-07,rock star,drama,38000000,16991902
771,2008-10-08,rocknrolla,action,18000000,5700626
776,1976-11-21,rocky,drama,1000000,117235147
779,2006-12-20,rocky balboa,drama,24000000,70269899
793,1989-12-20,roger & me,documentary,140000,6477936
797,2008-04-25,rogue,horror,23000000,10452
804,2008-11-07,role models,comedy,28000000,67294270
805,2005-09-23,roll bounce,comedy,10000000,17380866
807,2002-02-08,rollerball,action,70000000,18990542
817,2007-09-07,romance and cigarettes,comedy,11000000,551002
834,1994-02-04,romeo is bleeding,drama,10000000,3275585
836,2000-03-22,romeo must die,action,25000000,55973336
827,1996-11-01,romeo+juliet,drama,14500000,46338728
849,1998-09-25,ronin,action,55000000,41609593
880,2014-11-14,rosewater,drama,10000000,3128941
893,1998-09-11,rounders,drama,12000000,22905674
931,2011-04-01,rubber,black comedy,500000,100370
938,1993-10-01,ruby in paradise,drama,800000,1001437
940,2014-10-17,rudderless,drama,5000000,56001
948,2003-06-13,rugrats go wild,adventure,25000000,39402572
949,2000-11-17,rugrats in paris,adventure,30000000,76501438
954,2000-04-07,rules of engagement,thriller/suspense,60000000,61322858
958,1996-02-23,rumble in the bronx,action,7500000,32281907
967,2015-03-13,run all night,action,50000000,26461644
969,2008-03-22,run fatboy run,comedy,10000000,6003262
976,1999-07-30,runaway bride,romantic comedy,70000000,152149590
983,2013-10-04,runner runner,thriller/suspense,30000000,19316646
997,2006-02-24,running scared,action,17000000,6855137
1002,2006-10-20,running with scissors,comedy,12000000,6860000
1007,2013-09-20,rush,drama,38000000,26947624
1012,1998-09-18,rush hour,action,35000000,141153686
1013,2001-08-03,rush hour 2,action,90000000,226164286
1014,2007-08-10,rush hour 3,action,180000000,140125968
1017,1998-12-11,rushmore,black comedy,10000000,17096053
4,2006-04-28,rv,comedy,55000000,71452035
16,2014-03-28,sabotage,action,35000000,10508518
17,1995-12-15,sabrina,romantic comedy,58000000,53458319
32,2012-04-27,safe,action,33000000,17142080
34,2013-02-14,safe haven,drama,28000000,71399120
36,2012-02-10,safe house,thriller/suspense,85000000,126181630
43,2012-06-08,safety not guaranteed,comedy,750000,4010957
48,2005-04-08,sahara,adventure,145000000,68671925
60,2005-08-05,saint ralph,comedy,5200000,795126
63,2004-08-06,saints and soldiers,drama,780000,1310470
79,2010-07-23,salt,thriller/suspense,130000000,118311368
89,1986-04-23,salvador,drama,4500000,1500000
91,2011-09-02,salvando al soldado perez,action,4500000,1400726
92,2011-07-15,salvation boulevard,comedy,5500000,28468
114,2012-08-24,samsara,documentary,4000000,2672413
123,2015-05-29,san andreas,adventure,110000000,155190832
129,2010-09-03,san qiang pai an jing qi,drama,12000000,190946
134,2011-02-04,sanctum,adventure,30000000,23209310
211,2008-05-28,savage grace,drama,4600000,434417
214,2012-07-06,savages,thriller/suspense,45000000,47323100
221,2001-01-12,save the last dance,drama,13000000,91038276
222,2004-05-28,saved!,comedy,5000000,8886160
225,2005-05-27,saving face,comedy,2500000,1187266
227,2000-08-04,saving grace,comedy,4000000,12178602
231,2013-12-13,saving mr banks,drama,35000000,83299761
232,1998-07-24,saving private ryan,drama,65000000,216119491
235,2001-02-09,saving silverman,comedy,22000000,19351569
238,2004-10-29,saw,horror,1200000,55968727
244,2010-10-29,saw 3d,horror,17000000,45710178
239,2005-10-28,saw ii,horror,5000000,87025093
240,2006-10-27,saw iii,horror,10000000,80238724
241,2007-10-26,saw iv,horror,10000000,63300095
242,2008-10-24,saw v,horror,10800000,56746769
243,2009-10-23,saw vi,horror,11000000,27693292
249,2001-03-23,say it isnt so,comedy,25000000,5516708
250,2006-06-23,say uncle,comedy,2000000,5361
268,1983-12-09,scarface,drama,25000000,44942821
273,2000-07-07,scary movie,comedy,19000000,157019771
274,2001-07-04,scary movie 2,comedy,45000000,71277420
275,2003-10-24,scary movie 3,comedy,45000000,110000082
276,2006-04-14,scary movie 4,comedy,40000000,90710620
277,2013-04-12,scary movie v,comedy,20000000,32015787
297,1993-12-15,schindlers list,drama,25000000,95494598
303,1988-02-12,school daze,drama,6000000,14545844
304,2006-09-29,school for scoundrels,comedy,20000000,17807569
306,2003-10-03,school of rock,comedy,20000000,81261177
316,2002-06-14,scooby-doo,comedy,84000000,153294164
318,2004-03-26,scooby-doo 2: monsters unleashed,comedy,25000000,84185387
333,2006-07-28,scoop,romantic comedy,4000000,10525717
343,2010-08-13,scott pilgrim vs the world,comedy,85000000,31524275
344,2009-02-27,scott walker: 30 century man,documentary,500000,6840
349,2015-10-30,scouts guide to the zombie apocalypse,comedy,15000000,3703046
351,1996-12-20,scream,horror,15000000,103001286
352,1997-12-12,scream 2,horror,24000000,101334374
353,2000-02-04,scream 3,horror,40000000,89138076
354,2011-04-15,scream 4,horror,40000000,38180928
362,2000-05-12,screwed,comedy,12000000,6982680
365,1988-11-23,scrooged,comedy,32000000,59450353
371,2007-09-28,se jie,drama,15000000,4604982
373,1995-09-22,se7en,thriller/suspense,30000000,100058010
379,1989-09-15,sea of love,thriller/suspense,19000000,53350495
381,2010-05-28,sea rex 3d: journey to a prehistoric world,documentary,5000000,6096582
383,2003-07-25,seabiscuit,drama,86000000,120197488
405,2011-01-07,season of the witch,thriller/suspense,40000000,24827228
425,2003-09-19,secondhand lions,drama,30000000,42023715
436,2015-11-20,secret in their eyes,thriller/suspense,20000000,20180155
463,2004-03-12,secret window,thriller/suspense,40000000,47958031
464,2010-10-08,secretariat,drama,35000000,59699513
465,2002-09-20,secretary,drama,4000000,4046737
467,1996-09-28,secrets & lies,drama,4500000,13417292
487,2006-05-19,see no evil,horror,8000000,15032800
491,2001-03-02,see spot run,comedy,16000000,33357476
498,2004-11-12,seed of chucky,horror,29000000,17016190
506,2012-06-22,seeking a friend for the end of the world,comedy,10000000,7078738
515,1997-03-21,selena,drama,20000000,35422828
521,2015-07-10,self/less,thriller/suspense,26000000,12279691
522,2014-12-25,selma,drama,20000000,52076908
526,2008-02-29,semi-pro,comedy,55000000,33479698
528,2002-09-20,sen to chihiro no kamikakushi,adventure,19000000,10049886
537,1995-12-11,sense and sensibility,drama,16500000,42975897
552,2007-08-24,september dawn,drama,10100000,1066555
564,2012-03-23,serbuan maut,action,1100000,4105123
567,2001-10-05,serendipity,romantic comedy,28000000,50255310
568,2005-09-30,serenity,action,39000000,25335935
575,1994-04-13,serial mom,comedy,13000000,7881335
583,2002-08-23,serving sara,romantic comedy,29000000,16930185
588,1996-11-06,set it off,drama,9000000,36049108
609,2008-12-19,seven pounds,drama,54000000,69951824
610,2012-10-12,seven psychopaths,comedy,13500000,15024049
614,1997-10-08,seven years in tibet,drama,70000000,37901509
617,2015-02-06,seventh son,adventure,95000000,17223265
618,2007-05-18,severance,comedy,10000000,137221
623,2008-05-30,sex and the city,comedy,57500000,152647258
624,2010-05-27,sex and the city 2,comedy,95000000,95347692
626,2008-10-17,sex drive,comedy,19000000,8402485
635,2014-07-18,sex tape,comedy,40000000,38543473
637,2002-02-22,sex with strangers,documentary,1100000,247740
640,2001-06-13,sexy beast,drama,4300000,6946056
646,1996-03-29,sgt bilko,comedy,39000000,30141475
658,1997-01-31,shadow conspiracy,thriller/suspense,45000000,2154540
667,2000-12-29,shadow of the vampire,drama,8000000,8279017
677,1993-12-29,shadowlands,drama,22000000,25842377
683,2000-06-16,shaft,action,53012938,70327868
697,1998-12-11,shakespeare in love,romantic comedy,26000000,100241322
702,2004-10-15,shall we dance?,romantic comedy,40000000,57887882
